pid,user,process_name,cpu_percent,memory_rss_mb,connection_count,duration_seconds,is_remote_ipv6,local_port,remote_ip,remote_port,status,tag,timestamp
1145,keenan_salonga,identitys,1.187134014336192,50.42,,,,1024,[fe80:17::1b77:2ab4:4f8f:1e70],1024,ESTABLISHED,normal,2025-05-26 18:31:17.294567
39942,keenan_salonga,Discord,0.006437349887106165,53.84,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:31:17.294567
1127,keenan_salonga,rapportd,0.34113616626590876,27.58,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:31:27.556870
39942,keenan_salonga,Discord,0.010270145097860669,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:31:27.556870
1127,keenan_salonga,rapportd,0.2752712729231049,27.48,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:31:37.735052
39942,keenan_salonga,Discord,0.035247788258709466,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:31:37.735052
1127,keenan_salonga,rapportd,0.04052859145124203,27.5,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:31:47.917355
1145,keenan_salonga,identitys,1.1153296351351556,50.47,,,,1024,[fe80:17::1b77:2ab4:4f8f:1e70],1024,ESTABLISHED,normal,2025-05-26 18:31:47.917355
39942,keenan_salonga,Discord,0.02671048344484267,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:31:47.917355
1127,keenan_salonga,rapportd,0.005802978321553311,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:31:58.099139
1145,keenan_salonga,identitys,0.030171515278219752,50.47,,,,1024,[fe80:17::1b77:2ab4:4f8f:1e70],1024,ESTABLISHED,normal,2025-05-26 18:31:58.099139
39942,keenan_salonga,Discord,0.005204586385487324,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:31:58.099139
1127,keenan_salonga,rapportd,0.0052274321710485214,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:32:08.280527
1145,keenan_salonga,identitys,0.0018103637883597067,50.41,,,,1024,[fe80:17::1b77:2ab4:4f8f:1e70],1024,ESTABLISHED,normal,2025-05-26 18:32:08.280527
39942,keenan_salonga,Discord,0.011573757628829184,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:32:08.280527
1127,keenan_salonga,rapportd,0.0016041879005911672,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:32:18.461818
1145,keenan_salonga,identitys,0.0022529106642847985,50.45,,,,1024,[fe80:17::1b77:2ab4:4f8f:1e70],1024,ESTABLISHED,normal,2025-05-26 18:32:18.461818
39942,keenan_salonga,Discord,0.011820245787321547,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:32:18.461818
1127,keenan_salonga,rapportd,0.004452948238877444,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:32:28.637530
39942,keenan_salonga,Discord,0.01562563041930572,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:32:28.637530
1127,keenan_salonga,rapportd,0.0011143136572683034,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:32:38.814940
39942,keenan_salonga,Discord,0.003876190605423078,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:32:38.814940
1127,keenan_salonga,rapportd,0.0044730233970647175,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:32:48.996506
39942,keenan_salonga,Discord,0.011020387237116685,52.78,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:32:48.996506
1127,keenan_salonga,rapportd,0.004456902323322501,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:32:59.128765
39942,keenan_salonga,Discord,0.09862279284162205,52.83,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:32:59.128765
1127,keenan_salonga,rapportd,0.0041083671744897255,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:33:09.285582
39942,keenan_salonga,Discord,0.010190271964866535,52.83,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:33:09.285582
1127,keenan_salonga,rapportd,0.0011319932667636806,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:33:19.462291
39942,keenan_salonga,Discord,0.06396778963511837,53.8,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:33:19.462291
1127,keenan_salonga,rapportd,0.0031711154354725803,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:33:29.642236
39942,keenan_salonga,Discord,0.041888228224214445,53.8,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:33:29.642236
1127,keenan_salonga,rapportd,0.0043319288313491775,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:33:39.824446
39942,keenan_salonga,Discord,0.007841750074633754,53.8,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:33:39.824446
1127,keenan_salonga,rapportd,0.0034022086385470237,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:33:50.005148
39942,keenan_salonga,Discord,0.01712417623318787,53.8,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:33:50.005148
1127,keenan_salonga,rapportd,0.004704336328902679,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:34:00.181310
1486,keenan_salonga,Code\x20H,0.009010155227510728,23.33,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:34:00.181310
39942,keenan_salonga,Discord,0.0039647094166440485,53.8,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:34:00.181310
1127,keenan_salonga,rapportd,0.0009532359040326297,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:34:10.359699
1486,keenan_salonga,Code\x20H,0.005236503871352231,23.33,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:34:10.359699
39942,keenan_salonga,Discord,0.0039940312282986685,53.8,,,,53219,162.159.133.234,443,ESTABLISHED,normal,2025-05-26 18:34:10.359699
1127,keenan_salonga,rapportd,0.004632834102332698,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:34:20.538140
1486,keenan_salonga,Code\x20H,0.029655671498670596,23.44,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:34:20.538140
1127,keenan_salonga,rapportd,0.004811413506152991,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:34:30.716629
1486,keenan_salonga,Code\x20H,0.0053094093555874616,23.44,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:34:30.716629
39942,keenan_salonga,Discord,0.07600043195091676,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:34:30.716629
1127,keenan_salonga,rapportd,0.0030770294968024943,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:34:41.241103
1486,keenan_salonga,Code\x20H,0.007696209143098304,23.44,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:34:41.241103
39942,keenan_salonga,Discord,0.04279128391233288,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:34:41.241103
1127,keenan_salonga,rapportd,0.0041916944062003105,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:34:51.421983
1486,keenan_salonga,Code\x20H,0.0033191636568425686,23.44,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:34:51.421983
39942,keenan_salonga,Discord,0.036508284852404184,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:34:51.421983
1127,keenan_salonga,rapportd,0.0016197975287615747,27.48,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:35:01.600031
1486,keenan_salonga,Code\x20H,0.003040895608654737,23.44,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:35:01.600031
39942,keenan_salonga,Discord,0.01781780328491715,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:35:01.600031
1127,keenan_salonga,rapportd,0.004662769469094626,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:35:11.779062
1486,keenan_salonga,Code\x20H,0.007725999269797806,23.44,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:35:11.779062
39942,keenan_salonga,Discord,0.006269822436505936,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:35:11.779062
1127,keenan_salonga,rapportd,0.0033706968610162564,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:35:21.956166
1486,keenan_salonga,Code\x20H,0.0022211409064101387,23.44,,,,53290,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:35:21.956166
39942,keenan_salonga,Discord,0.012798611775912476,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:35:21.956166
1127,keenan_salonga,rapportd,0.004514901610104343,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:35:32.133994
39942,keenan_salonga,Discord,0.002751712340465205,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:35:32.133994
1127,keenan_salonga,rapportd,0.0008074476890803927,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:35:42.311262
39942,keenan_salonga,Discord,0.003896372923931339,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:35:42.311262
1127,keenan_salonga,rapportd,0.004289986084023773,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:35:52.491591
39942,keenan_salonga,Discord,0.011768557633900278,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:35:52.491591
1127,keenan_salonga,rapportd,0.00324217776720296,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:36:02.598390
39942,keenan_salonga,Discord,0.06357197475969881,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:36:02.598390
1127,keenan_salonga,rapportd,0.003486762439434895,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:36:12.693725
39942,keenan_salonga,Discord,0.012739984563587414,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:36:12.693725
1127,keenan_salonga,rapportd,0.004322861371900161,27.47,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:36:22.849952
39942,keenan_salonga,Discord,0.0135659615538484,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:36:22.849952
1127,keenan_salonga,rapportd,0.0009230142075210932,27.45,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:36:33.028782
39942,keenan_salonga,Discord,0.008319713516230265,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:36:33.028782
1127,keenan_salonga,rapportd,0.006852131109192584,27.5,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:36:43.205797
39942,keenan_salonga,Discord,0.012994922851435772,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:36:43.205797
1127,keenan_salonga,rapportd,0.04850452236600597,27.59,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:36:53.307638
39942,keenan_salonga,Discord,0.010418059973345337,53.78,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:36:53.307638
1127,keenan_salonga,rapportd,0.07151045654088282,26.3,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:37:03.542154
39942,keenan_salonga,Discord,0.012096466507606754,53.61,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:37:03.542154
1127,keenan_salonga,rapportd,0.002950373777089329,26.2,,,,53205,[fe80:e::1473:39ba:f38b:790],51326,ESTABLISHED,normal,2025-05-26 18:37:13.806937
39942,keenan_salonga,Discord,0.0032945352152292575,53.61,,,,53291,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:37:13.806937
39942,keenan_salonga,Discord,0.023079987476366023,53.75,,,,53293,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:38:58.831437
39942,keenan_salonga,Discord,0.10590133496945682,53.83,,,,53293,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:39:10.511079
39942,keenan_salonga,Discord,0.025049657293766348,53.83,,,,53293,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:39:34.004205
39942,keenan_salonga,Discord,0.06481237663511026,54.56,,,,53299,162.159.136.232,443,ESTABLISHED,normal,2025-05-26 18:41:02.579085
39942,keenan_salonga,Discord,0.0,54.56,,,,53298,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:41:02.579085
39942,keenan_salonga,Discord,0.025284553298469195,54.61,,,,53298,162.159.130.234,443,ESTABLISHED,normal,2025-05-26 18:44:03.416523
1127,keenan_salonga,rapportd,0.037398198270705736,27.31,,,,53300,[fe80:e::1473:39ba:f38b:790],51411,ESTABLISHED,normal,2025-05-26 18:48:21.146140
1288,keenan_salonga,AMPLibrar,0.03652196752655336,43.66,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:52:42.081870
1288,keenan_salonga,AMPLibrar,0.0,43.66,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:52:42.081870
1288,keenan_salonga,AMPLibrar,0.0,43.66,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:52:42.081870
1288,keenan_salonga,AMPLibrar,0.0,43.66,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:52:42.081870
39942,keenan_salonga,Discord,0.02498360186184279,54.75,,,,53316,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:52:42.081870
1127,keenan_salonga,rapportd,0.041528359005740624,26.17,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:52:53.408534
1288,keenan_salonga,AMPLibrar,0.37059779834569184,35.84,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:52:53.408534
1288,keenan_salonga,AMPLibrar,0.0,35.84,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:52:53.408534
1288,keenan_salonga,AMPLibrar,0.0,35.84,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:52:53.408534
1288,keenan_salonga,AMPLibrar,0.0,35.84,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:52:53.408534
39942,keenan_salonga,Discord,0.656828495617857,53.62,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:52:53.408534
39942,keenan_salonga,Discord,0.0,53.62,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:52:53.408534
1127,keenan_salonga,rapportd,0.03497173615751299,26.27,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:53:03.590199
1288,keenan_salonga,AMPLibrar,0.10595524951170826,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:03.590199
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:03.590199
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:03.590199
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:03.590199
39942,keenan_salonga,Discord,0.0368048517741347,53.62,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:53:03.590199
39942,keenan_salonga,Discord,0.0,53.62,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:53:03.590199
1127,keenan_salonga,rapportd,0.06291304644319151,26.25,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:53:13.771554
1288,keenan_salonga,AMPLibrar,0.10103533292847716,35.81,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:13.771554
1288,keenan_salonga,AMPLibrar,0.0,35.81,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:13.771554
1288,keenan_salonga,AMPLibrar,0.0,35.81,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:13.771554
1288,keenan_salonga,AMPLibrar,0.0,35.81,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:13.771554
1486,keenan_salonga,Code\x20H,0.00782914554933791,23.34,,,,53337,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:53:13.771554
39942,keenan_salonga,Discord,0.13241625852311067,54.62,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:53:13.771554
39942,keenan_salonga,Discord,0.0,54.62,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:53:13.771554
1127,keenan_salonga,rapportd,0.0008500191879683265,26.2,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:53:23.951075
1288,keenan_salonga,AMPLibrar,0.10396047967539454,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:23.951075
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:23.951075
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:23.951075
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:23.951075
1486,keenan_salonga,Code\x20H,0.011932981520951512,23.34,,,,53337,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:53:23.951075
39942,keenan_salonga,Discord,0.05040292398899308,54.58,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:53:23.951075
39942,keenan_salonga,Discord,0.0,54.58,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:53:23.951075
1127,keenan_salonga,rapportd,0.004326896219981932,26.2,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:53:34.133338
1288,keenan_salonga,AMPLibrar,0.08979756807011365,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:34.133338
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:34.133338
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:34.133338
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:34.133338
1486,keenan_salonga,Code\x20H,0.030248049563152486,23.47,,,,53337,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:53:34.133338
39942,keenan_salonga,Discord,0.018205220596372897,54.58,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:53:34.133338
39942,keenan_salonga,Discord,0.0,54.58,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:53:34.133338
1127,keenan_salonga,rapportd,0.0036817485379545592,26.22,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:53:44.312878
1288,keenan_salonga,AMPLibrar,0.08851894745402224,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:44.312878
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:44.312878
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:44.312878
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:44.312878
1486,keenan_salonga,Code\x20H,0.009483501654072548,23.47,,,,53337,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:53:44.312878
39942,keenan_salonga,Discord,0.008002280696187879,54.58,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:53:44.312878
39942,keenan_salonga,Discord,0.0,54.58,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:53:44.312878
1127,keenan_salonga,rapportd,0.0049501313897103464,26.22,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:53:54.495681
1288,keenan_salonga,AMPLibrar,0.085951107654107,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:54.495681
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:54.495681
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:53:54.495681
1288,keenan_salonga,AMPLibrar,0.0,35.89,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:53:54.495681
1486,keenan_salonga,Code\x20H,0.010232138162096312,23.47,,,,53337,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:53:54.495681
39942,keenan_salonga,Discord,0.004007395677151236,54.58,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:53:54.495681
39942,keenan_salonga,Discord,0.0,54.58,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:53:54.495681
1127,keenan_salonga,rapportd,0.010132320612572202,26.2,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:54:04.602053
1288,keenan_salonga,AMPLibrar,0.12264329837940774,35.91,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:54:04.602053
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:54:04.602053
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:54:04.602053
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:54:04.602053
1486,keenan_salonga,Code\x20H,0.010122189485917713,23.47,,,,53337,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:54:04.602053
39942,keenan_salonga,Discord,0.018276204348189624,54.59,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:54:04.602053
39942,keenan_salonga,Discord,0.0,54.59,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:54:04.602053
1127,keenan_salonga,rapportd,0.006938656726172887,26.22,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:54:14.755378
1288,keenan_salonga,AMPLibrar,0.09265445147918636,35.91,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:54:14.755378
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:54:14.755378
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:54:14.755378
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:54:14.755378
1486,keenan_salonga,Code\x20H,0.006162093828274262,23.47,,,,53337,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:54:14.755378
39942,keenan_salonga,Discord,0.06492974058006185,54.59,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:54:14.755378
39942,keenan_salonga,Discord,0.0,54.59,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:54:14.755378
1127,keenan_salonga,rapportd,0.005338174160351958,26.2,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:54:24.936583
1288,keenan_salonga,AMPLibrar,0.08247495559016704,35.91,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:54:24.936583
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:54:24.936583
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53318,[2600:1404:a00:78f::213a],443,ESTABLISHED,normal,2025-05-26 18:54:24.936583
1288,keenan_salonga,AMPLibrar,0.0,35.91,,,,53317,[2600:1404:a00:681::2a1],443,ESTABLISHED,normal,2025-05-26 18:54:24.936583
1486,keenan_salonga,Code\x20H,0.00337186390692927,23.47,,,,53337,[2620:1ec:bdf::57],443,ESTABLISHED,normal,2025-05-26 18:54:24.936583
39942,keenan_salonga,Discord,0.008971546987017532,54.59,,,,53336,[2606:4700:7::a29f:82eb],443,ESTABLISHED,normal,2025-05-26 18:54:24.936583
39942,keenan_salonga,Discord,0.0,54.59,,,,53335,162.159.134.234,443,ESTABLISHED,normal,2025-05-26 18:54:24.936583
1127,keenan_salonga,rapportd,0.0034950614768709397,26.22,,,,53319,[fe80:e::1473:39ba:f38b:790],51418,ESTABLISHED,normal,2025-05-26 18:54:35.117762
